ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
"45134","Arne Halse","M",20,172,80,"Norway","NOR","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Javelin Throw","Silver"
"45137","Nellie Halstead","F",21,NA,NA,"Great Britain","GBR","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"45140","Wyndham Halswelle","M",23,NA,NA,"Great Britain","GBR","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's 400 metres","Silver"
"45140","Wyndham Halswelle","M",23,NA,NA,"Great Britain","GBR","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's 800 metres","Bronze"
"45140","Wyndham Halswelle","M",25,NA,NA,"Great Britain","GBR","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's 400 metres","Gold"
"45199","Helmut Hamann","M",23,175,62,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"45270","Brutus Kerr Hamilton","M",19,183,80,"United States","USA","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's Decathlon","Silver"
"45308","Edward Barton ""Ed"" Hamm","M",22,179,70,"United States","USA","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's Long Jump","Gold"
"45314","Abderrahmane Hammad Zaheer","M",23,189,70,"Algeria","ALG","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's High Jump","Bronze"
"45359","Kathleen ""Kathy"" Hammond (-Tyson)","F",20,170,55,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's 400 metres","Bronze"
"45359","Kathleen ""Kathy"" Hammond (-Tyson)","F",20,170,55,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"45388","Thomas ""Tommy"" Hampson","M",24,184,69,"Great Britain","GBR","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 800 metres","Gold"
"45388","Thomas ""Tommy"" Hampson","M",24,184,69,"Great Britain","GBR","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"45590","Wolfgang Hanisch","M",29,187,105,"East Germany","GDR","1980 Summer",1980,"Summer","Moskva","Athletics","Athletics Men's Javelin Throw","Bronze"
"45709","Frederick Morgan ""Fred"" Hansen","M",23,183,75,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's Pole Vault","Gold"
"45806","Sverre Hilmar Hansen","M",24,174,66,"Norway","NOR","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Long Jump","Bronze"
"45819","Marcel Fernand Hansenne","M",31,184,72,"France","FRA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 800 metres","Bronze"
"45912","Masao Harada","M",23,177,60,"Japan","JPN","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's Triple Jump","Silver"
"45949","Rudolf Waldemar ""Rudi"" Harbig","M",22,174,62,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"45972","Timothy M. ""Tim"" Harden","M",22,178,77,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"45983","Glenn Foster Hardin","M",22,188,75,"United States","USA","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"45983","Glenn Foster Hardin","M",26,188,75,"United States","USA","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"46012","Catherine ""Cathy"" Hardy (-Lavender)","F",22,157,47,"United States","USA","1952 Summer",1952,"Summer","Helsinki","Athletics","Athletics Women's 4 x 100 metres Relay","Gold"
"46029","Thomas Truxtun Hare","M",21,185,90,"United States","USA","1900 Summer",1900,"Summer","Paris","Athletics","Athletics Men's Hammer Throw","Silver"
"46029","Thomas Truxtun Hare","M",25,185,90,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's All-Around Championship","Bronze"
"46056","Arsi Ilari Harju","M",26,183,110,"Finland","FIN","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's Shot Put","Gold"
"46063","Arto Kalevi Hrknen","M",25,190,90,"Finland","FIN","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's Javelin Throw","Gold"
"46094","Arthur Harold ""Art"" Harnden","M",24,176,73,"United States","USA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"46115","Ernest ""Ernie"" Harper","M",34,168,58,"Great Britain","GBR","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's Marathon","Silver"
"46159","Daniel Lee ""Danny"" Harris","M",18,183,77,"United States","USA","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"46193","Alvin Leonardo Harrison","M",22,188,80,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"46193","Alvin Leonardo Harrison","M",26,188,80,"United States","USA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 400 metres","Silver"
"46209","Kerry Lorenzo ""Kenny"" Harrison","M",31,178,77,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's Triple Jump","Gold"
"46251","Edward James ""Eddie"" Hart","M",23,178,69,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"46275","Christoph Harting","M",26,207,120,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's Discus Throw","Gold"
"46277","Robert Harting","M",27,201,126,"Germany","GER","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's Discus Throw","Gold"
"46317","Samuel Glenn Hartranft","M",22,190,115,"United States","USA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Shot Put","Silver"
"46370","Armin Hary","M",23,182,71,"Germany","GER","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 100 metres","Gold"
"46370","Armin Hary","M",23,182,71,"Germany","GER","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"46542","Natasha Monique Hastings","F",22,173,68,"United States","USA","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"46542","Natasha Monique Hastings","F",30,173,68,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"46638","Gregory ""Greg"" Haughton","M",22,185,79,"Jamaica","JAM","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"46638","Gregory ""Greg"" Haughton","M",26,185,79,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 400 metres","Bronze"
"46638","Gregory ""Greg"" Haughton","M",26,185,79,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"46774","Martin William Hawkins (Hakansson-)","M",24,175,68,"United States","USA","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 110 metres Hurdles","Bronze"
"46784","Henry Courtenay Hawtrey","M",23,NA,NA,"Great Britain","GBR","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's 5 mile","Gold"
"46839","Robert Lee ""Bob"" Hayes","M",21,183,86,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 100 metres","Gold"
"46839","Robert Lee ""Bob"" Hayes","M",21,183,86,"United States","USA","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"46845","Joanna Dove Hayes","F",27,167,58,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 100 metres Hurdles","Gold"
"46846","John Joseph ""Johnny"" Hayes","M",22,162,55,"United States","USA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Marathon","Gold"
"46861","Akeem Haynes","M",24,170,73,"Canada","CAN","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"46963","Alfred Hearn Healey","M",26,NA,NA,"Great Britain","GBR","1906 Summer",1906,"Summer","Athina","Athletics","Athletics Men's 110 metres Hurdles","Silver"
"46991","Susan Christina ""Sue"" Hearnshaw (-Telfer)","F",23,178,67,"Great Britain","GBR","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Women's Long Jump","Bronze"
"47003","Benjamin Basil Heatley","M",30,173,66,"Great Britain","GBR","1964 Summer",1964,"Summer","Tokyo","Athletics","Athletics Men's Marathon","Silver"
"47136","Charles Augustus Hefferon","M",30,NA,NA,"South Africa","RSA","1908 Summer",1908,"Summer","London","Athletics","Athletics Men's Marathon","Silver"
"47198","Betty Heidler","F",28,175,85,"Germany","GER","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's Hammer Throw","Bronze"
"47255","Karl Hein","M",28,179,103,"Germany","GER","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Men's Hammer Throw","Gold"
"47265","Judith ""Jutta"" Heine","F",19,182,71,"Germany","GER","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Women's 200 metres","Silver"
"47265","Judith ""Jutta"" Heine","F",19,182,71,"Germany","GER","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"47276","Christina Heinich (-Schiffner)","F",23,176,66,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"47299","Ignace Heinrich","M",22,195,93,"France","FRA","1948 Summer",1948,"Summer","London","Athletics","Athletics Men's Decathlon","Silver"
"47358","Zuzana Hejnov","F",25,173,63,"Czech Republic","CZE","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 400 metres Hurdles","Bronze"
"47394","Alan Boone Helffrich","M",23,178,70,"United States","USA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's 4 x 400 metres Relay","Gold"
"47422","Tia Hellebaut (Van Haver-)","F",30,182,62,"Belgium","BEL","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's High Jump","Gold"
"47453","Martina Helga Hellmann (Opitz-)","F",27,178,85,"East Germany","GDR","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Women's Discus Throw","Gold"
"47464","Voitto Valdemar Hellstn","M",24,160,72,"Finland","FIN","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 400 metres","Bronze"
"47480","Margitta Helmbold-Gummel","F",27,177,90,"East Germany","GDR","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Women's Shot Put","Gold"
"47480","Margitta Helmbold-Gummel","F",31,177,90,"East Germany","GDR","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Women's Shot Put","Silver"
"47497","Ingeborg ""Inge"" Helten","F",18,171,58,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 100 metres","Bronze"
"47497","Ingeborg ""Inge"" Helten","F",18,171,58,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"47515","David Peter ""Dave"" Hemery","M",24,187,72,"Great Britain","GBR","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 400 metres Hurdles","Gold"
"47515","David Peter ""Dave"" Hemery","M",28,187,72,"Great Britain","GBR","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 400 metres Hurdles","Bronze"
"47515","David Peter ""Dave"" Hemery","M",28,187,72,"Great Britain","GBR","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"47518","Matthew E. ""Matt"" Hemingway","M",31,200,84,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's High Jump","Silver"
"47532","Deon Marie Hemmings","F",27,176,63,"Jamaica","JAM","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics Women's 400 metres Hurdles","Gold"
"47532","Deon Marie Hemmings","F",31,176,63,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 400 metres Hurdles","Silver"
"47532","Deon Marie Hemmings","F",31,176,63,"Jamaica","JAM","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 4 x 400 metres Relay","Silver"
"47578","Jeffrey ""Jeff"" Henderson","M",27,183,86,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Men's Long Jump","Gold"
"47582","Monique Marie Henderson","F",21,170,54,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"47582","Monique Marie Henderson","F",25,170,54,"United States","USA","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"47606","Brunhilde Hendrix (-Ramsauer)","F",22,168,62,"Germany","GER","1960 Summer",1960,"Summer","Roma","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"47608","Friedrich Walter ""Fritz"" Hendrix","M",21,170,63,"Germany","GER","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 100 metres Relay","Silver"
"47633","Ernest John Henley","M",23,NA,NA,"Great Britain","GBR","1912 Summer",1912,"Summer","Stockholm","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"47641","Monique Hennagan","F",24,173,57,"United States","USA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"47641","Monique Hennagan","F",28,173,57,"United States","USA","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Women's 4 x 400 metres Relay","Gold"
"47664","Gerhard Hennige","M",28,189,81,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 400 metres Hurdles","Silver"
"47664","Gerhard Hennige","M",28,189,81,"West Germany","FRG","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"47692","Markus Antonius ""Mark"" Henrich","M",27,185,72,"West Germany","FRG","1988 Summer",1988,"Summer","Seoul","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"47736","Desiree Latifah N. Henry","F",20,171,64,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"47763","Samantha Henry-Robinson","F",23,163,58,"Jamaica","JAM","2012 Summer",2012,"Summer","London","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"47838","Llewellyn George Herbert","M",23,184,85,"South Africa","RSA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 400 metres Hurdles","Bronze"
"48060","No Hernndez Valentn","M",22,175,64,"Mexico","MEX","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics Men's 20 kilometres Walk","Silver"
"48076","Roberto Hernndez Prendes","M",25,179,74,"Cuba","CUB","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"48143","Hctor Herrera Ortz","M",33,185,82,"Cuba","CUB","1992 Summer",1992,"Summer","Barcelona","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"48174","Bernhard Erich ""Bernd"" Herrmann","M",24,191,80,"West Germany","FRG","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"48426","Thomas John ""Tom"" Hicks","M",28,168,60,"United States","USA","1904 Summer",1904,"Summer","St. Louis","Athletics","Athletics Men's Marathon","Gold"
"48484","Francis Peter Higgins","M",28,179,67,"Great Britain","GBR","1956 Summer",1956,"Summer","Melbourne","Athletics","Athletics Men's 4 x 400 metres Relay","Bronze"
"48552","Albert George Hill","M",31,178,72,"Great Britain","GBR","1920 Summer",1920,"Summer","Antwerpen","Athletics","Athletics Men's 800 metres","Gold"
"48560","Clinton Rory Hill","M",24,186,77,"Australia","AUS","2004 Summer",2004,"Summer","Athina","Athletics","Athletics Men's 4 x 400 metres Relay","Silver"
"48599","Thomas Lionel ""Tom"" Hill","M",22,186,75,"United States","USA","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 110 metres Hurdles","Bronze"
"48636","Ralph Gorman Hills","M",22,185,95,"United States","USA","1924 Summer",1924,"Summer","Paris","Athletics","Athletics Men's Shot Put","Bronze"
"48689","Sterling Dale Hinds","M",22,180,82,"Canada","CAN","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"48696","James Ray ""Jim"" Hines","M",22,183,81,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 100 metres","Gold"
"48696","James Ray ""Jim"" Hines","M",22,183,81,"United States","USA","1968 Summer",1968,"Summer","Mexico City","Athletics","Athletics Men's 4 x 100 metres Relay","Gold"
"48701","Jrgen Hingsen","M",26,200,102,"West Germany","FRG","1984 Summer",1984,"Summer","Los Angeles","Athletics","Athletics Men's Decathlon","Silver"
"48734","Gabriele Hinzmann (Trepscheck-)","F",29,178,80,"East Germany","GDR","1976 Summer",1976,"Summer","Montreal","Athletics","Athletics Women's Discus Throw","Bronze"
"48818","Emil Hirschfeld","M",24,188,100,"Germany","GER","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Men's Shot Put","Bronze"
"48823","Jobst Hirscht","M",24,174,65,"West Germany","FRG","1972 Summer",1972,"Summer","Munich","Athletics","Athletics Men's 4 x 100 metres Relay","Bronze"
"48845","Eileen May Hiscock (-Wilson)","F",22,167,63,"Great Britain","GBR","1932 Summer",1932,"Summer","Los Angeles","Athletics","Athletics Women's 4 x 100 metres Relay","Bronze"
"48845","Eileen May Hiscock (-Wilson)","F",26,167,63,"Great Britain","GBR","1936 Summer",1936,"Summer","Berlin","Athletics","Athletics Women's 4 x 100 metres Relay","Silver"
"48858","Sophie Hitchon","F",25,170,75,"Great Britain","GBR","2016 Summer",2016,"Summer","Rio de Janeiro","Athletics","Athletics Women's Hammer Throw","Bronze"
"48862","Kinue Hitomi","F",21,157,45,"Japan","JPN","1928 Summer",1928,"Summer","Amsterdam","Athletics","Athletics Women's 800 metres","Silver"
"49109","Michael Reese Hoffa","M",34,182,147,"United States","USA","2012 Summer",2012,"Summer","London","Athletics","Athletics Men's Shot Put","Bronze"
